Trade Date,Symbol,Series,Security Name,Category,Last Trade Date,Face Value(Rs.),Issue Size,Close Price/Paid up value(Rs.),Market Cap(Rs.)              
30 DEC 2025,DUCOL,SM,DUCOL ORGS AND COLOURS LT,Listed    ,30 DEC 2025,              10.00,          16254276,            149.50,     2430014262.00     
30 DEC 2025,DUCON,EQ,DUCON INFRATECHNOLOGIES L,Listed    ,30 DEC 2025,               1.00,         324925587,              3.60,     1166482857.35     
30 DEC 2025,DUGLOBAL,SM,DUDIGITAL GLOBAL LIMITED ,Listed    ,30 DEC 2025,               2.00,          71838875,             30.20,     2169534025.00  
30 DEC 2025,DURLAX,SM,DURLAX TOP SURFACE LTD   ,Listed    ,30 DEC 2025,              10.00,          16627701,             41.55,      690880976.55    
30 DEC 2025,DVL,EQ,DHUNSERI VENTURES LIMITED,Listed    ,30 DEC 2025,              10.00,          35024754,            284.45,     9962791275.30       
30 DEC 2025,DWARKESH,EQ,DWARIKESH SUGAR IND LTD  ,Listed    ,30 DEC 2025,               1.00,         185301470,             36.90,     6837624243.00  
30 DEC 2025,DYCL,EQ,DYNAMIC CABLES LIMITED   ,Listed    ,30 DEC 2025,              10.00,          48458638,            334.70,    16219106138.60      
30 DEC 2025,DYNAMATECH,EQ,DYNAMATIC TECHNOLOGIES   ,Listed    ,30 DEC 2025,              10.00,           6791443,           9415.00,    63941435845.00
30 DEC 2025,DYNAMIC,SM,DYNAMIC SRVCS & SEC LTD  ,Listed    ,30 DEC 2025,              10.00,          13746192,            127.15,     1747828312.80   
30 DEC 2025,DYNPRO,EQ,DYNEMIC PRODUCTS LIMITED ,Listed    ,30 DEC 2025,              10.00,          12428387,            254.55,     3163645910.85    
30 DEC 2025,E2E,EQ,E2E NETWORKS LIMITED     ,Listed    ,30 DEC 2025,              10.00,          20100889,           1963.40,    39466085462.60       
30 DEC 2025,EASEMYTRIP,EQ,EASY TRIP PLANNERS LTD   ,Listed    ,30 DEC 2025,               1.00,        3636853188,              7.30,    26585396804.30
30 DEC 2025,EBGNG,EQ,GNG ELECTRONICS LIMITED  ,Listed    ,30 DEC 2025,               2.00,         114011517,            306.05,    34893224777.85     
30 DEC 2025,ECLERX,EQ,ECLERX SERVICES LTD      ,Listed    ,30 DEC 2025,              10.00,          47650360,           4472.70,   213125765172.00    
30 DEC 2025,ECOLINE,SM,ECOLINE EXIM LIMITED     ,Listed    ,30 DEC 2025,              10.00,          20515376,            131.75,     2702900788.00   
30 DEC 2025,ECOSMOBLTY,EQ,ECOS (INDIA) MOB & HOSP L,Listed    ,30 DEC 2025,               2.00,          60000000,            198.05,    11882400000.00
30 DEC 2025,EDELWEISS,EQ,EDELWEISS FIN SERV LTD   ,Listed    ,30 DEC 2025,               1.00,         946050054,            107.10,   101340881784.50 
30 DEC 2025,EEPL,SM,EPPELTONE ENGINEERS LTD  ,Listed    ,30 DEC 2025,              10.00,          12959312,            205.50,     2663138616.00      
30 DEC 2025,EFACTOR,ST,E FACTOR EXPERIENCES LTD ,Listed    ,30 DEC 2025,              10.00,          13088098,            337.00,     4410689026.00   
30 DEC 2025,EFCIL,EQ,EFC (I) LIMITED          ,Listed    ,30 DEC 2025,               2.00,          99553376,            298.60,    29726638073.60     
30 DEC 2025,EFFWA,SM,EFFWA INFRA & RESEARCH L ,Listed    ,30 DEC 2025,              10.00,          23147167,            226.35,     5239361250.45     
30 DEC 2025,EFORCE,SM,ELECTRO FORCE (INDIA) LTD,Listed    ,30 DEC 2025,              10.00,          23400001,             33.30,      779220033.30    
30 DEC 2025,EICHERMOT,EQ,EICHER MOTORS LTD        ,Listed    ,30 DEC 2025,               1.00,         274277990,           7192.50,  1972744443075.00 
30 DEC 2025,EIDPARRY,EQ,EID PARRY INDIA LTD      ,Listed    ,30 DEC 2025,               1.00,         177861404,           1030.80,   183339535243.20  
30 DEC 2025,EIEL,EQ,ENVIRO INFRA ENGINEERS L ,Listed    ,30 DEC 2025,              10.00,         175530000,            203.35,    35695780800.00      
30 DEC 2025,EIFFL,EQ,EURO (I) FRESH FOODS LTD ,Listed    ,30 DEC 2025,              10.00,          24800000,            269.85,     6692032000.00     
30 DEC 2025,EIHAHOTELS,EQ,EIH ASSOCIATED HOTELS LTD,Listed    ,30 DEC 2025,              10.00,          60936294,            357.55,    21787771919.70
30 DEC 2025,EIHOTEL,EQ,EIH LIMITED              ,Listed    ,30 DEC 2025,               2.00,         625364182,            364.10,   227695098666.20   
30 DEC 2025,EIMCOELECO,EQ,EIMCO ELECON (INDIA) LTD ,Listed    ,30 DEC 2025,              10.00,           5768385,           1551.80,     8951379843.00
30 DEC 2025,EKC,EQ,EVEREST KANTO CYLINDERLTD,Listed    ,30 DEC 2025,               2.00,         112207682,            114.60,    12859000357.20       
30 DEC 2025,ELDEHSG,EQ,ELDECO HSG & IND LTD.    ,Listed    ,30 DEC 2025,               2.00,           9833000,            989.55,     9730245150.00   
30 DEC 2025,ELECON,EQ,ELECON ENG. CO. LTD      ,Listed    ,30 DEC 2025,               1.00,         224399930,            470.20,   105512847086.00    
30 DEC 2025,ELECTCAST,EQ,ELECTROSTEEL CASTINGS LTD,Listed    ,30 DEC 2025,               1.00,         618184591,             75.60,    46722391387.80 
30 DEC 2025,ELECTHERM,EQ,ELECTROTHERM (I) LTD.    ,Listed    ,30 DEC 2025,              10.00,          12742814,            885.00,    11277390390.00 
30 DEC 2025,ELGIEQUIP,EQ,ELGI EQUIPMENTS LTD      ,Listed    ,30 DEC 2025,               1.00,         316909016,            472.00,   149581055552.00 
30 DEC 2025,ELGIRUBCO,EQ,ELGI RUBBER CO. LTD      ,Listed    ,30 DEC 2025,               1.00,          50050000,             45.35,     2269267000.00 
30 DEC 2025,ELGNZ,SM,ELEGANZ INTERIORS LIMITED,Listed    ,30 DEC 2025,              10.00,          22599626,             99.10,     2239622936.60     
30 DEC 2025,ELIN,EQ,ELIN ELECTRONICS LIMITED ,Listed    ,30 DEC 2025,               5.00,          49659220,            165.55,     8220090686.60      
30 DEC 2025,ELLEN,EQ,ELLENBARRIE INDUS GASES L,Listed    ,30 DEC 2025,               2.00,         140935600,            343.40,    48397285040.00     
30 DEC 2025,EMAMILTD,EQ,EMAMI LIMITED            ,Listed    ,30 DEC 2025,               1.00,         436500000,            528.15,   230537475000.00  
30 DEC 2025,EMAMIPAP,EQ,EMAMI PAPER MILLS LIMITED,Listed    ,30 DEC 2025,               2.00,          60499050,             86.45,     5228932891.50  
30 DEC 2025,EMAMIREAL,EQ,EMAMI REALTY LIMITED     ,Listed    ,30 DEC 2025,               2.00,          43833889,             80.55,     3530381420.05 
30 DEC 2025,EMAPARTNER,SM,EMA PARTNERS INDIA LTD   ,Listed    ,30 DEC 2025,               5.00,          23246426,             97.85,     2274662784.10
30 DEC 2025,EMBASSY,RR,EMBASSY OFFICE PARKS REIT,Listed    ,30 DEC 2025,             300.00,         947893743,            424.25,   402153399405.20   
30 DEC 2025,EMBDL,BE,EMBASSY DEVELOPMENTS LTD ,Listed    ,30 DEC 2025,               2.00,        1365848463,             61.90,    84546019859.70     
30 DEC 2025,EMCURE,EQ,EMCURE PHARMACEUTICALS L ,Listed    ,30 DEC 2025,              10.00,         189508347,           1392.50,   263890373197.50    
30 DEC 2025,EMIL,EQ,ELECTRONICS MART IND LTD ,Listed    ,30 DEC 2025,              10.00,         384748762,            102.15,    39294391063.05      
30 DEC 2025,EMKAY,EQ,EMKAY GLOBAL FIN SERV LTD,Listed    ,30 DEC 2025,              10.00,          25580014,            258.00,     6599643612.00     
30 DEC 2025,EMKAYTOOLS,SM,EMKAY TAP & CUT. TOOL LTD,Listed    ,30 DEC 2025,              10.00,          10671300,            113.00,     1205856900.00
30 DEC 2025,EMMBI,EQ,EMMBI INDUSTRIES LIMITED ,Listed    ,30 DEC 2025,              10.00,          19240250,             96.75,     1861686590.00     
30 DEC 2025,EMMIL,SM,ENERGY MISSION MACH IND L,Listed    ,30 DEC 2025,              10.00,          11326500,            188.00,     2129382000.00     
30 DEC 2025,EMMVEE,EQ,EMMVEE PHOTOVOLTAIC PWR L,Listed    ,30 DEC 2025,               2.00,         692345033,            185.20,   128236147012.25    
30 DEC 2025,EMSLIMITED,EQ,EMS LIMITED              ,Listed    ,30 DEC 2025,              10.00,          55530807,            416.80,    23145240357.60
30 DEC 2025,EMUDHRA,EQ,EMUDHRA LIMITED          ,Listed    ,30 DEC 2025,               5.00,          82811707,            582.15,    48208835230.05   
30 DEC 2025,ENCOMPAS,SM,ENCOMPASS DESIGN INDIA L ,Listed    ,30 DEC 2025,              10.00,          14183544,            234.50,     3326041068.00  
30 DEC 2025,ENDURANCE,EQ,ENDURANCE TECHNO. LTD.   ,Listed    ,30 DEC 2025,              10.00,         140662848,           2564.20,   360687674841.60 
30 DEC 2025,ENERGYDEV,BE,ENERGY DEVE. CO.LTD      ,Listed    ,30 DEC 2025,              10.00,          47500000,             18.95,      901075000.00 
30 DEC 2025,ENFUSE,SM,ENFUSE SOLUTIONS LIMITED ,Listed    ,30 DEC 2025,              10.00,           8847600,            220.00,     1946472000.00    
30 DEC 2025,ENGINERSIN,EQ,ENGINEERS INDIA LTD      ,Listed    ,30 DEC 2025,               5.00,         562042373,            199.50,   112127453413.50
30 DEC 2025,ENIL,EQ,ENTERTAIN NET. IND. LTD. ,Listed    ,30 DEC 2025,              10.00,          47670415,            112.35,     5355294421.10      
30 DEC 2025,ENRIN,EQ,SIEMENS ENERGY INDIA LTD ,Listed    ,30 DEC 2025,               2.00,         356120505,           2574.50,   916832240122.50     
30 DEC 2025,ENSER,SM,ENSER COMMUNICATIONS LTD ,Listed    ,30 DEC 2025,               2.00,          87160590,             14.45,     1259470525.50     
30 DEC 2025,ENTERO,EQ,ENTERO HEALTHCARE SOLU L ,Listed    ,30 DEC 2025,              10.00,          43508907,           1005.90,    43765609551.30    
30 DEC 2025,ENVIRO,SM,ENVIROTECH SYSTEMS LTD   ,Listed    ,30 DEC 2025,              10.00,          18790000,            122.00,     2292380000.00    
30 DEC 2025,EPACK,EQ,EPACK DURABLE LIMITED    ,Listed    ,30 DEC 2025,              10.00,          95967729,            277.55,    26635843183.95     
30 DEC 2025,EPACKPEB,EQ,EPACK PREFAB TECHN LTD   ,Listed    ,30 DEC 2025,               2.00,         100451997,            268.15,    26936202995.55  
30 DEC 2025,EPIGRAL,EQ,EPIGRAL LIMITED          ,Listed    ,30 DEC 2025,              10.00,          43141338,           1234.00,    53236411092.00   
30 DEC 2025,EPL,EQ,EPL LIMITED              ,Listed    ,30 DEC 2025,               2.00,         320105993,            212.20,    67929692774.55       
30 DEC 2025,EQUIPPP,BE,EQUIPPP SOC IMP TECH LTD ,Listed    ,30 DEC 2025,               1.00,         103095225,             22.75,     2344385416.50   
30 DEC 2025,EQUITASBNK,EQ,EQUITAS SMALL FIN BNK LTD,Listed    ,30 DEC 2025,              10.00,        1140504218,             61.00,    69570757298.00
30 DEC 2025,ERIS,EQ,ERIS LIFESCIENCES LIMITED,Listed    ,30 DEC 2025,               1.00,         136213554,           1500.20,   204347573710.80      
30 DEC 2025,ESABINDIA,EQ,ESAB INDIA LTD           ,Listed    ,30 DEC 2025,              10.00,          15393020,           6088.00,    93712705760.00 
30 DEC 2025,ESAFSFB,EQ,ESAF SMALL FINANCE BANK L,Listed    ,30 DEC 2025,              10.00,         515513335,             26.45,    13635327710.75   
30 DEC 2025,ESCONET,SM,ESCONET TECHNOLOGIES LTD ,Listed    ,30 DEC 2025,              10.00,          13196238,            133.35,     1759718337.30   
30 DEC 2025,ESCORTS,EQ,ESCORTS KUBOTA LIMITED   ,Listed    ,30 DEC 2025,              10.00,         111877754,           3710.40,   415111218441.60   
30 DEC 2025,ESFL,SM,ESSEN SPECIALITY FILMS L ,Listed    ,30 DEC 2025,              10.00,          24839040,            200.45,     4978985568.00      
30 DEC 2025,ESPRIT,SM,ESPRIT STONES LIMITED    ,Listed    ,29 DEC 2025,              10.00,          21945200,             53.20,     1167484640.00    
30 DEC 2025,ESSARSHPNG,BE,ESSAR SHIPPING LTD       ,Listed    ,30 DEC 2025,              10.00,         206976072,             27.90,     5770492887.35
30 DEC 2025,ESSENTIA,EQ,INTEGRA ESSENTIA LIMITED ,Listed    ,30 DEC 2025,               1.00,        1067690544,              1.50,     1612212721.45  
30 DEC 2025,ESTER,EQ,ESTER INDUSTRIES LTD     ,Listed    ,30 DEC 2025,               5.00,          97586191,            101.30,     9883529424.50     
30 DEC 2025,ETERNAL,EQ,ETERNAL LIMITED          ,Listed    ,30 DEC 2025,               1.00,        9650350647,            277.10,  2674112164283.70   
30 DEC 2025,ETHOSLTD,EQ,ETHOS LIMITED            ,Listed    ,30 DEC 2025,              10.00,          26757693,           2927.40,    78330470488.20  
30 DEC 2025,ETL,SM,EMKAY TOOLS LIMITED      ,Listed    ,30 DEC 2025,               1.00,          10671300,            840.00,     8963892000.00       
30 DEC 2025,ETML,SM,EMERALD TYRE MANUF LTD   ,Listed    ,30 DEC 2025,              10.00,          19476512,            104.40,     2033347852.80      
30 DEC 2025,EUREKAFORB,EQ,EUREKA FORBES LIMITED    ,Listed    ,30 DEC 2025,              10.00,         193403691,            609.20,   117821528557.20
30 DEC 2025,EUROBOND,EQ,EURO PANEL PRODUCTS LTD  ,Listed    ,30 DEC 2025,              10.00,          24500000,            175.90,     4310040000.00  
30 DEC 2025,EUROPRATIK,EQ,EURO PRATIK SALES LIMITED,Listed    ,30 DEC 2025,               1.00,         102200000,            307.50,    31426500000.00
30 DEC 2025,EUROTEXIND,BE,EUROTEX IND & EXPORTS LTD,Listed    ,30 DEC 2025,              10.00,           8749865,             15.70,      137460379.15
30 DEC 2025,EVEREADY,EQ,EVEREADY INDS. IND.  LTD.,Listed    ,30 DEC 2025,               5.00,          72687260,            322.65,    23452544439.00  
30 DEC 2025,EVERESTIND,EQ,EVEREST INDUSTRIES LTD   ,Listed    ,30 DEC 2025,              10.00,          15855754,            525.40,     8330613151.60
30 DEC 2025,EXCEL,EQ,EXCEL REALTY N INFRA LTD ,Listed    ,30 DEC 2025,               1.00,        1410695055,              1.45,     2045507829.75     
30 DEC 2025,EXCELINDUS,EQ,EXCEL INDUSTRIES LTD     ,Listed    ,30 DEC 2025,               5.00,          12570692,            918.65,    11548066205.80
30 DEC 2025,EXCELLENT,SM,EXCELLENT WIRES N PACK L ,Listed    ,26 DEC 2025,              10.00,           4470000,             43.00,      192210000.00 
30 DEC 2025,EXCELSOFT,EQ,EXCELSOFT TECHNOLOGIES L ,Listed    ,30 DEC 2025,              10.00,         115084164,             92.30,    10621117495.55 
30 DEC 2025,EXICOM,EQ,EXICOM TELE SYSTEMS LTD  ,Listed    ,30 DEC 2025,              10.00,         139079771,            117.45,    16336309901.65    
30 DEC 2025,EXIDEIND,EQ,EXIDE INDUSTRIES LTD     ,Listed    ,30 DEC 2025,               1.00,         850000000,            357.85,   304172500000.00  
30 DEC 2025,EXIMROUTES,ST,EXIM ROUTES LIMITED      ,Listed    ,30 DEC 2025,               5.00,          18752000,            144.50,     2709664000.00
30 DEC 2025,EXPLEOSOL,EQ,EXPLEO SOLUTIONS LIMITED ,Listed    ,30 DEC 2025,              10.00,          15519739,            954.30,    14810486927.70 
30 DEC 2025,EXXARO,BE,EXXARO TILES LIMITED     ,Listed    ,30 DEC 2025,               1.00,         447410700,              7.85,     3521122209.00    
30 DEC 2025,FABTECH,EQ,FABTECH TECHNOLOGIES LTD ,Listed    ,30 DEC 2025,              10.00,          44450794,            198.05,     8804368767.60   
30 DEC 2025,FACT,EQ,FACT LTD                 ,Listed    ,30 DEC 2025,              10.00,         647071974,            912.70,   590582590669.80      
30 DEC 2025,FAIRCHEMOR,EQ,FAIRCHEM ORGANICS LIMITED,Listed    ,30 DEC 2025,              10.00,          13020902,            709.35,     9236376833.70
30 DEC 2025,FALCONTECH,SM,FALCON TECHNOPROJ IND LTD,Listed    ,29 DEC 2025,              10.00,           5356793,             15.05,       80619734.65
30 DEC 2025,FAZE3Q,EQ,FAZE THREE LIMITED       ,Listed    ,30 DEC 2025,              10.00,          24319000,            409.05,     9947686950.00    
30 DEC 2025,FCL,EQ,FINEOTEX CHEMICAL LIMITED,Listed    ,30 DEC 2025,               1.00,        1145750900,             24.70,    28277132212.00       
30 DEC 2025,FCSSOFT,EQ,FCS SOFTWARE SOLN. LTD.  ,Listed    ,30 DEC 2025,               1.00,        1709553100,              1.80,     3094291111.00   
30 DEC 2025,FDC,EQ,FDC LIMITED              ,Listed    ,30 DEC 2025,               1.00,         162810084,            409.05,    66597464860.20       
30 DEC 2025,FEDERALBNK,EQ,FEDERAL BANK LTD         ,Listed    ,30 DEC 2025,               2.00,        2460259693,            267.60,   658365493846.80
30 DEC 2025,FEDFINA,EQ,FEDBANK FINANCIAL SER L  ,Listed    ,30 DEC 2025,              10.00,         373600937,            144.25,    53895671171.60   
30 DEC 2025,FEL,BZ,FUTURE ENTERPRISES LTD   ,Listed    ,30 DEC 2025,               2.00,         454930401,              0.45,      213817288.45       
30 DEC 2025,FELDVR,BZ,FUTURE ENTERPRISES LTD   ,Listed    ,30 DEC 2025,               2.00,          39374679,              3.25,      127180213.15    
30 DEC 2025,FELIX,SM,FELIX INDUSTRIES LTD.    ,Listed    ,30 DEC 2025,              10.00,          17206350,            155.40,     2673866790.00     
30 DEC 2025,FIBERWEB,EQ,FIBERWEB INDIA LIMITED   ,Listed    ,30 DEC 2025,              10.00,          28791710,             35.55,     1024121124.70  
30 DEC 2025,FIDEL,SM,FIDEL SOFTECH LIMITED    ,Listed    ,29 DEC 2025,              10.00,          13750560,            134.25,     1846012680.00     
30 DEC 2025,FIEMIND,EQ,FIEM INDUSTRIES LIMITED  ,Listed    ,30 DEC 2025,              10.00,          26319660,           2220.20,    58434909132.00   
30 DEC 2025,FILATEX,EQ,FILATEX INDIA LTD        ,Listed    ,30 DEC 2025,               1.00,         443855500,             48.30,    21438220650.00   
30 DEC 2025,FILATFASH,EQ,FILATEX FASHIONS LIMITED ,Listed    ,30 DEC 2025,               1.00,        8334072725,              0.30,     2416881090.25 
30 DEC 2025,FINBUD,SM,FINBUD FINANCIAL SERV LTD,Listed    ,30 DEC 2025,              10.00,          19049480,            127.00,     2419283960.00    
30 DEC 2025,FINCABLES,EQ,FINOLEX CABLES LTD       ,Listed    ,30 DEC 2025,               2.00,         152939345,            731.80,   111921012671.00 
30 DEC 2025,FINEORG,EQ,FINE ORGANIC IND. LTD.   ,Listed    ,30 DEC 2025,               5.00,          30659976,           4078.90,   125058976106.40   
30 DEC 2025,FINKURVE,EQ,FINKURVE FINANCIAL SERV L,Listed    ,30 DEC 2025,               1.00,         140019206,            100.75,    14109735388.60  
30 DEC 2025,FINOPB,EQ,FINO PAYMENTS BANK LTD   ,Listed    ,30 DEC 2025,              10.00,          83218402,            257.25,    21407933914.50    
30 DEC 2025,FINPIPE,EQ,FINOLEX INDUSTRIES LTD   ,Listed    ,30 DEC 2025,               2.00,         620476905,            170.80,   105977455374.00   
30 DEC 2025,FIRSTCRY,EQ,BRAINBEES SOLUTIONS LTD  ,Listed    ,30 DEC 2025,               2.00,         521909906,            286.05,   149292328611.30  
30 DEC 2025,FISCHER,EQ,FISCHER MEDICAL VENTURE L,Listed    ,30 DEC 2025,               1.00,         648515470,             41.60,    26991213861.40   
30 DEC 2025,FIVESTAR,EQ,FIVE-STAR BUS FIN LTD    ,Listed    ,30 DEC 2025,               1.00,         294468820,            539.90,   158983715918.00  
30 DEC 2025,FLAIR,EQ,FLAIR WRITING INDUST LTD ,Listed    ,30 DEC 2025,               5.00,         105395378,            305.20,    32166669365.60     
30 DEC 2025,FLEXITUFF,EQ,FLEXITUFF VENTURES INT L ,Listed    ,30 DEC 2025,              10.00,          32822806,             13.15,      431948126.95 
30 DEC 2025,FLFL,BZ,FUT LIFESTYLE FASH LTD   ,Listed    ,30 DEC 2025,               2.00,         201774874,              1.45,      296609064.80      
30 DEC 2025,FLUOROCHEM,EQ,GUJARAT FLUOROCHEM LTD   ,Listed    ,30 DEC 2025,               1.00,         109850000,           3678.10,   404039285000.00
30 DEC 2025,FLYSBS,SM,FLYSBS AVIATION LIMITED  ,Listed    ,30 DEC 2025,              10.00,          17303751,            521.70,     9027366896.70    
30 DEC 2025,FMGOETZE,EQ,FEDERAL-MOGUL GOETZE (IND,Listed    ,30 DEC 2025,              10.00,          55632130,            460.20,    25601906226.00  
30 DEC 2025,FMNL,EQ,FUTURE MKT NETWORKS LTD  ,Listed    ,30 DEC 2025,              10.00,          60644381,              8.80,      533670552.80      
30 DEC 2025,FOCE,SM,FOCE INDIA LIMITED       ,Listed    ,24 DEC 2025,              10.00,           4892925,           1875.00,     9174234375.00      
30 DEC 2025,FOCUS,EQ,FOCUS LIGHTG & FIXTRS LTD,Listed    ,30 DEC 2025,               2.00,          67253075,             73.00,     4908801944.25     
30 DEC 2025,FONEBOX,ST,FONEBOX RETAIL LIMITED   ,Listed    ,30 DEC 2025,              10.00,          10260000,             87.00,      892620000.00   
30 DEC 2025,FOODSIN,EQ,FOODS & INNS LIMITED     ,Listed    ,30 DEC 2025,               1.00,          73414624,             69.20,     5081760273.30   
30 DEC 2025,FORCAS,SM,FORCAS STUDIO LIMITED    ,Listed    ,30 DEC 2025,              10.00,          17580000,            117.75,     2070045000.00    
30 DEC 2025,FORCEMOT,EQ,FORCE MOTORS LIMITED     ,Listed    ,30 DEC 2025,              10.00,          13032914,          19845.00,   258638178330.00  
30 DEC 2025,FORGEAUTO,SM,FORGE AUTO INTERNATION L ,Listed    ,30 DEC 2025,              10.00,          10920000,            116.00,     1266720000.00 
30 DEC 2025,FORTIS,EQ,FORTIS HEALTHCARE LTD    ,Listed    ,30 DEC 2025,              10.00,         754958148,            878.80,   663457220462.40    
30 DEC 2025,FOSECOIND,EQ,FOSECO INDIA LTD         ,Listed    ,30 DEC 2025,              10.00,           6386459,           4894.50,    31258523575.50 
30 DEC 2025,FRESHARA,SM,FRESHARA AGRO EXPORTS LTD,Listed    ,30 DEC 2025,              10.00,          23499200,            176.00,     4135859200.00  
30 DEC 2025,FROG,SM,FROG INNOVATIONS LIMITED ,Listed    ,30 DEC 2025,              10.00,          15554300,            159.00,     2473133700.00      
30 DEC 2025,FSL,EQ,FIRSTSOURCE SOLU. LTD.   ,Listed    ,30 DEC 2025,              10.00,         696990826,            327.60,   228334194597.60       
30 DEC 2025,FUSION,EQ,FUSION FINANCE LIMITED   ,Listed    ,30 DEC 2025,              10.00,         101023885,            153.75,    15534442796.45    
30 DEC 2025,FWSTC,SM,FLYWINGS SIMULAT T C LTD ,Listed    ,30 DEC 2025,              10.00,          10177128,            220.60,     2245074436.80     
30 DEC 2025,GABRIEL,EQ,GABRIEL INDIA LTD        ,Listed    ,30 DEC 2025,               1.00,         143643940,           1001.20,   143816312728.00   
30 DEC 2025,GAEL,EQ,GUJARAT AMBUJA EXPORTS LT,Listed    ,30 DEC 2025,               1.00,         458670660,            133.05,    61035304726.20      
30 DEC 2025,GAIL,EQ,GAIL (INDIA) LTD         ,Listed    ,30 DEC 2025,              10.00,        6575099644,            170.65,  1121909252255.70      
30 DEC 2025,GAJANAND,SM,GAJANAND INTERNATIONAL L ,Listed    ,30 DEC 2025,              10.00,          18835568,              9.80,      184588566.40  
30 DEC 2025,GALAPREC,EQ,GALA PRECISION ENG LTD   ,Listed    ,30 DEC 2025,              10.00,          12750275,            776.65,     9902501078.75  
30 DEC 2025,GALAXYSURF,EQ,GALAXY SURFACTANTS LTD   ,Listed    ,30 DEC 2025,              10.00,          35454752,           2038.20,    72263875526.40
30 DEC 2025,GALLANTT,EQ,GALLANTT ISPAT LIMITED   ,Listed    ,30 DEC 2025,              10.00,         241280945,            527.50,   127275698487.50  
30 DEC 2025,GANDHAR,EQ,GANDHAR OIL REFINE IND L ,Listed    ,30 DEC 2025,               2.00,          97879530,            148.15,    14502809960.10   
30 DEC 2025,GANDHITUBE,EQ,GANDHI SPL. TUBES LTD    ,Listed    ,30 DEC 2025,               5.00,          12152000,            762.10,     9261039200.00
30 DEC 2025,GANECOS,EQ,GANESHA ECOSPHERE LIMITED,Listed    ,30 DEC 2025,              10.00,          26795984,            846.50,    22682800456.00   
30 DEC 2025,GANESHBE,EQ,GANESH BENZOPLAST LIMITED,Listed    ,30 DEC 2025,               1.00,          71989421,             81.10,     5839061937.30  
30 DEC 2025,GANESHCP,EQ,GANESH CONSUMER PRODUCT L,Listed    ,30 DEC 2025,              10.00,          40412946,            216.00,     8729196336.00  
30 DEC 2025,GANESHHOU,EQ,GANESH HOUSING LIMITED   ,Listed    ,30 DEC 2025,              10.00,          83387090,            800.80,    66776381672.00 
30 DEC 2025,GANESHIN,SM,GANESH INFRAWORLD LIMITED,Listed    ,30 DEC 2025,               5.00,          42721397,            120.50,     5147928338.50  
30 DEC 2025,GANGABATH,SM,GANGA BATH FITTINGS LTD  ,Listed    ,30 DEC 2025,              10.00,          22207848,             21.00,      466364808.00 
30 DEC 2025,GANGAFORGE,EQ,GANGA FORGING LIMITED    ,Listed    ,30 DEC 2025,               1.00,         134802230,              3.70,      498768251.00
30 DEC 2025,GANGESSECU,EQ,GANGES SECURITIES LIMITED,Listed    ,30 DEC 2025,              10.00,          10003687,            137.05,     1370905266.50
30 DEC 2025,GARFIBRES,EQ,GARWARE TECH FIBRES LTD  ,Listed    ,30 DEC 2025,              10.00,          99265845,            695.95,    69084064827.75 
30 DEC 2025,GARUDA,EQ,GARUDA CONSTRUCT N ENG L ,Listed    ,30 DEC 2025,               5.00,          93041742,            189.45,    17626758021.90    
30 DEC 2025,GATECH,EQ,GACM TECHNOLOGIES LIMITED,Listed    ,30 DEC 2025,               1.00,        1102742236,              0.55,      584453385.10    
30 DEC 2025,GATECHDVR,EQ,GACM TECHNOLOGIES LIMITED,Listed    ,30 DEC 2025,               1.00,         189665894,              0.50,       92936288.05 
30 DEC 2025,GATEWAY,EQ,GATEWAY DISTRIPARKS LTD  ,Listed    ,30 DEC 2025,              10.00,         499643836,             59.05,    29498972077.45   
30 DEC 2025,GAYAHWS,BE,GAYATRI HIGHWAYS LIMITED ,Listed    ,30 DEC 2025,               2.00,         239651900,              2.95,      706973105.00   
30 DEC 2025,GCHOTELS,SM,GRAND CONTINENT HOTELS L ,Listed    ,30 DEC 2025,              10.00,          24919403,            157.10,     3914838211.30  
30 DEC 2025,GCSL,BE,GRETEX CORPORATE SERVICES,Listed    ,30 DEC 2025,              10.00,          22639347,            352.85,     7988293588.95      
30 DEC 2025,GEECEE,EQ,GEECEE VENTURES LIMITED  ,Listed    ,30 DEC 2025,              10.00,          20911729,            317.95,     6648884235.55    
30 DEC 2025,GEEKAYWIRE,EQ,GEEKAY WIRES LIMITED     ,Listed    ,30 DEC 2025,               1.00,         104520000,             32.20,     3363453600.00
30 DEC 2025,GEMAROMA,EQ,GEM AROMATICS LIMITED    ,Listed    ,30 DEC 2025,               2.00,          52237138,            167.50,     8748675872.25  
30 DEC 2025,GENCON,EQ,GENERIC ENG CONS PROJ LTD,Listed    ,30 DEC 2025,               5.00,          56986219,             43.60,     2483459424.00    
30 DEC 2025,GENESYS,EQ,GENESYS INTL CORPN LTD   ,Listed    ,30 DEC 2025,               5.00,          41718912,            443.85,    18516939091.20   
30 DEC 2025,GENSOL,BZ,GENSOL ENGINEERING LTD   ,Listed    ,30 DEC 2025,              10.00,          38002434,             26.45,     1004404330.60    
30 DEC 2025,GENUSPAPER,EQ,GENUS P&B LIMITED        ,Listed    ,30 DEC 2025,               1.00,         257125940,             12.90,     3316924626.00
30 DEC 2025,GENUSPOWER,EQ,GENUS POWER INFRASTRU LTD,Listed    ,30 DEC 2025,               1.00,         304111548,            291.95,    88785366438.60
